# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/fl/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:16:17 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02323500 SUWANNEE RIVER NEAR WILCOX, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02323500
#    DD parameter statistic   Description
#    05   00055     00001     Stream velocity, feet per second (Maximum)
#    05   00055     00002     Stream velocity, feet per second (Minimum)
#    05   00055     00003     Stream velocity, feet per second (Mean)
#    06   00065     00003     Gage height, feet (Mean)
#    07   00060     00003     Discharge, cubic feet per second (Mean)
#    13   72020     00003     Elevation above NGVD 1929, feet (Mean)
#    15   00065     00003     Gage height, feet (Mean), [(2)]
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	05_00055_00001	05_00055_00001_cd	05_00055_00002	05_00055_00002_cd	05_00055_00003	05_00055_00003_cd	06_00065_00003	06_00065_00003_cd	07_00060_00003	07_00060_00003_cd	13_72020_00003	13_72020_00003_cd	15_00065_00003	15_00065_00003_cd
USGS	02323500	1983-09-29							4.34	A	8750	A	3.81	A		
USGS	02323500	1983-09-30							4.35	A	8510	A	3.82	A		
USGS	02323500	1983-10-01							4.35	A	8280	A	3.82	A		
USGS	02323500	1983-10-02							4.41	A	7850	A	3.88	A		
USGS	02323500	1983-10-03							4.46	A	7520	A	3.93	A		
USGS	02323500	1983-10-04							4.55	A	7210	A	4.02	A		
USGS	02323500	1983-10-05							4.48	A	7270	A	3.95	A		
USGS	02323500	1983-10-06							4.51	A	7150	A	3.98	A		
USGS	02323500	1983-10-07							4.31	A	7240	A	3.78	A		
USGS	02323500	1983-10-08							4.20	A	7060	A	3.67	A		
USGS	02323500	1983-10-09							4.11	A	7160	A	3.58	A		
USGS	02323500	1983-10-10							3.88	A	7420	A	3.35	A		
USGS	02323500	1983-10-11							3.92	A	6860	A	3.39	A		
USGS	02323500	1983-10-12							4.11	A	6860	A	3.58	A		
USGS	02323500	1983-10-13							4.19	A	6910	A	3.66	A		
USGS	02323500	1983-10-14							3.70	A	7680	A	3.17	A		
USGS	02323500	1983-10-15							3.54	A	7440	A	3.01	A		
USGS	02323500	1983-10-16							3.60	A	7210	A	3.07	A		
USGS	02323500	1983-10-17							3.71	A	7030	A	3.18	A		
USGS	02323500	1983-10-18							3.67	A	7170	A	3.14	A		
USGS	02323500	1983-10-19							3.66	A	6980	A	3.13	A		
USGS	02323500	1983-10-20							3.80	A	6700	A	3.27	A		
USGS	02323500	1983-10-21							3.70	A	6780	A	3.17	A		
USGS	02323500	1983-10-22							3.53	A	6900	A	3.00	A		
USGS	02323500	1983-10-23							4.06	A	6350	A	3.53	A		
USGS	02323500	1983-10-24							4.12	A	6500	A	3.59	A		
USGS	02323500	1983-10-25							3.72	A	6740	A	3.19	A		
USGS	02323500	1983-10-26							3.48	A	6810	A	2.95	A		
USGS	02323500	1983-10-27							3.28	A	7070	A	2.75	A		
USGS	02323500	1983-10-28							3.30	A	6810	A	2.77	A		
USGS	02323500	1983-10-29							3.41	A	6670	A	2.88	A		
USGS	02323500	1983-10-30							3.46	A	6530	A	2.93	A		
USGS	02323500	1983-10-31							3.46	A	6450	A	2.93	A		
USGS	02323500	1983-11-01							3.40	A	6430	A	2.87	A		
USGS	02323500	1983-11-02							3.36	A	6410	A	2.83	A		
USGS	02323500	1983-11-03							3.54	A	6000	A	3.01	A		
USGS	02323500	1983-11-04							3.77	A	5910	A	3.24	A		
USGS	02323500	1983-11-05							3.88	A	6050	A	3.35	A		
USGS	02323500	1983-11-06							3.61	A	6270	A	3.08	A		
USGS	02323500	1983-11-07							3.64	A	5840	A	3.11	A		
USGS	02323500	1983-11-08							3.89	A	5960	A	3.36	A		
USGS	02323500	1983-11-09							3.61	A	6140	A	3.08	A		
USGS	02323500	1983-11-10							3.70	A	5840	A	3.17	A		
USGS	02323500	1983-11-11							3.41	A	6540	A	2.88	A		
USGS	02323500	1983-11-12							3.03	A	6680	A	2.50	A		
USGS	02323500	1983-11-13							3.07	A	6170	A	2.54	A		
USGS	02323500	1983-11-14							3.22	A	6100	A	2.69	A		
USGS	02323500	1983-11-15							3.62	A	5750	A	3.09	A		
USGS	02323500	1983-11-16							3.26	A	6500	A	2.73	A		
USGS	02323500	1983-11-17							2.94	A	6480	A	2.41	A		
USGS	02323500	1983-11-18							3.21	A	5990	A	2.68	A		
USGS	02323500	1983-11-19							3.53	A	5640	A	3.00	A		
USGS	02323500	1983-11-20							4.18	A	5550	A	3.65	A		
USGS	02323500	1983-11-21							3.94	A	6240	A	3.41	A		
USGS	02323500	1983-11-22							3.64	A	6170	A	3.11	A		
USGS	02323500	1983-11-23							3.74	A	5920	A	3.21	A		
USGS	02323500	1983-11-24							4.17	A	5870	A	3.64	A		
USGS	02323500	1983-11-25							3.72	A	7050	A	3.19	A		
USGS	02323500	1983-11-26							3.37	A	6700	A	2.84	A		
USGS	02323500	1983-11-27							3.76	A	6590	A	3.23	A		
USGS	02323500	1983-11-28							4.29	A	6850	A	3.76	A		
USGS	02323500	1983-11-29							3.86	A	7950	A	3.33	A		
USGS	02323500	1983-11-30							3.66	A	8000	A	3.13	A		
USGS	02323500	1983-12-01							3.71	A	7950	A	3.18	A		
USGS	02323500	1983-12-02							3.96	A	7630	A	3.43	A		
USGS	02323500	1983-12-03							4.29	A	7380	A	3.76	A		
USGS	02323500	1983-12-04							4.50	A	7470	A	3.97	A		
USGS	02323500	1983-12-05							4.22	A	7640	A	3.69	A		
USGS	02323500	1983-12-06							4.40	A	7340	A	3.87	A		
USGS	02323500	1983-12-07							3.79	A	8630	A	3.26	A		
USGS	02323500	1983-12-08							3.72	A	8120	A	3.19	A		
USGS	02323500	1983-12-09							3.73	A	8120	A	3.20	A		
USGS	02323500	1983-12-10							3.84	A	8170	A	3.31	A		
USGS	02323500	1983-12-11							4.15	A	8070	A	3.62	A		
USGS	02323500	1983-12-12							4.30	A	8130	A	3.77	A		
USGS	02323500	1983-12-13							3.98	A	9030	A	3.45	A		
USGS	02323500	1983-12-14							4.45	A	8160	A	3.92	A		
USGS	02323500	1983-12-15							4.52	A	9650	A	3.99	A		
USGS	02323500	1983-12-16							4.41	A	10600	A	3.88	A		
USGS	02323500	1983-12-17							4.51	A	11100	A	3.98	A		
USGS	02323500	1983-12-18							4.63	A	11200	A	4.10	A		
USGS	02323500	1983-12-19							4.93	A	11300	A	4.40	A		
USGS	02323500	1983-12-20							5.06	A	11800	A	4.53	A		
USGS	02323500	1983-12-21							5.18	A	12100	A	4.65	A		
USGS	02323500	1983-12-22							5.49	A	11800	A	4.96	A		
USGS	02323500	1983-12-23							5.71	A	12300	A	5.18	A		
USGS	02323500	1983-12-24							5.85	A	13200	A	5.32	A		
USGS	02323500	1983-12-25							5.67	A	15200	A	5.14	A		
USGS	02323500	1983-12-26							5.75	A	15100	A	5.22	A		
USGS	02323500	1983-12-27							5.98	A	14400	A	5.45	A		
USGS	02323500	1983-12-28							6.31	A	13600	A	5.78	A		
USGS	02323500	1983-12-29							6.70	A	13800	A	6.17	A		
USGS	02323500	1983-12-30							6.53	A	15600	A	6.00	A		
USGS	02323500	1983-12-31							6.38	A	16300	A	5.85	A		
USGS	02323500	1984-01-01							6.52	A	16500	A	5.99	A		
USGS	02323500	1984-01-02							6.84	A	16500	A	6.31	A		
USGS	02323500	1984-01-03							7.18	A	16700	A	6.65	A		
USGS	02323500	1984-01-04							7.51	A	17000	A	6.98	A		
USGS	02323500	1984-01-05							7.83	A	17300	A	7.30	A		
USGS	02323500	1984-01-06							8.09	A	17800	A	7.56	A		
USGS	02323500	1984-01-07							8.29	A	18200	A	7.76	A		
USGS	02323500	1984-01-08							8.39	A	18500	A	7.86	A		
USGS	02323500	1984-01-09							8.43	A	18600	A	7.90	A		
USGS	02323500	1984-01-10							8.51	A	18800	A	7.98	A		
USGS	02323500	1984-01-11							8.60	A	19000	A	8.07	A		
USGS	02323500	1984-01-12							8.49	A	18700	A	7.96	A		
USGS	02323500	1984-01-13							8.37	A	18400	A	7.84	A		
USGS	02323500	1984-01-14							8.27	A	18200	A	7.74	A		
USGS	02323500	1984-01-15							8.18	A	17900	A	7.65	A		
USGS	02323500	1984-01-16							8.11	A	17800	A	7.58	A		
USGS	02323500	1984-01-17							8.10	A	17700	A	7.57	A		
USGS	02323500	1984-01-18							8.06	A	17600	A	7.53	A		
USGS	02323500	1984-01-19							8.03	A	17500	A	7.50	A		
USGS	02323500	1984-01-20							7.81	A	17700	A	7.28	A		
USGS	02323500	1984-01-21							7.57	A	17700	A	7.04	A		
USGS	02323500	1984-01-22							7.37	A	18000	A	6.84	A		
USGS	02323500	1984-01-23							7.26	A	17200	A	6.73	A		
USGS	02323500	1984-01-24							7.33	A	16100	A	6.80	A		
USGS	02323500	1984-01-25							7.38	A	15900	A	6.85	A		
USGS	02323500	1984-01-26							7.35	A	16200	A	6.82	A		
USGS	02323500	1984-01-27							7.33	A	15800	A	6.80	A		
USGS	02323500	1984-01-28							7.30	A	16400	A	6.77	A		
USGS	02323500	1984-01-29							7.33	A	16600	A	6.80	A		
USGS	02323500	1984-01-30							7.43	A	16900	A	6.90	A		
USGS	02323500	1984-01-31							7.59	A	17500	A	7.06	A		
USGS	02323500	1984-02-01							7.74	A	18300	A	7.21	A		
USGS	02323500	1984-02-02							7.96	A	18300	A	7.43	A		
USGS	02323500	1984-02-03							8.27	A	18200	A	7.74	A		
USGS	02323500	1984-02-04							8.64	A	19100	A	8.11	A		
USGS	02323500	1984-02-05							8.95	A	19900	A	8.42	A		
USGS	02323500	1984-02-06							9.20	A	20800	A	8.67	A		
USGS	02323500	1984-02-07							9.41	A	21700	A	8.88	A		
USGS	02323500	1984-02-08							9.61	A	22200	A	9.08	A		
USGS	02323500	1984-02-09							9.81	A	22400	A	9.28	A		
USGS	02323500	1984-02-10							10.02	A	22600	A	9.49	A		
USGS	02323500	1984-02-11							10.19	A	23000	A	9.66	A		
USGS	02323500	1984-02-12							10.32	A	23300	A	9.79	A		
USGS	02323500	1984-02-13							10.46	A	23600	A	9.93	A		
USGS	02323500	1984-02-14							10.57	A	23900	A	10.04	A		
USGS	02323500	1984-02-15							10.60	A	24000	A	10.07	A		
USGS	02323500	1984-02-16							10.58	A	23900	A	10.05	A		
USGS	02323500	1984-02-17							10.54	A	23900	A	10.01	A		
USGS	02323500	1984-02-18							10.47	A	23700	A	9.94	A		
USGS	02323500	1984-02-19							10.38	A	23400	A	9.85	A		
USGS	02323500	1984-02-20							10.27	A	23200	A	9.74	A		
USGS	02323500	1984-02-21							10.15	A	22900	A	9.62	A		
USGS	02323500	1984-02-22							10.08	A	22700	A	9.55	A		
USGS	02323500	1984-02-23							9.99	A	22500	A	9.46	A		
USGS	02323500	1984-02-24							9.81	A	22400	A	9.28	A		
USGS	02323500	1984-02-25							9.63	A	22200	A	9.10	A		
USGS	02323500	1984-02-26							9.46	A	21900	A	8.93	A		
USGS	02323500	1984-02-27							9.45	A	21900	A	8.92	A		
USGS	02323500	1984-02-28							9.54	A	22200	A	9.01	A		
USGS	02323500	1984-02-29							9.41	A	21700	A	8.88	A		
USGS	02323500	1984-03-01							9.28	A	21200	A	8.75	A		
USGS	02323500	1984-03-02							9.32	A	21300	A	8.79	A		
USGS	02323500	1984-03-03							9.45	A	21900	A	8.92	A		
USGS	02323500	1984-03-04							9.61	A	22200	A	9.08	A		
USGS	02323500	1984-03-05							9.77	A	22300	A	9.24	A		
USGS	02323500	1984-03-06							9.97	A	22500	A	9.44	A		
USGS	02323500	1984-03-07							10.14	A	22800	A	9.61	A		
USGS	02323500	1984-03-08							10.17	A	22900	A	9.64	A		
USGS	02323500	1984-03-09							10.22	A	23100	A	9.69	A		
USGS	02323500	1984-03-10							10.37	A	23400	A	9.84	A		
USGS	02323500	1984-03-11							10.62	A	24000	A	10.09	A		
USGS	02323500	1984-03-12							10.93	A	24800	A	10.40	A		
USGS	02323500	1984-03-13							11.31	A	25900	A	10.78	A		
USGS	02323500	1984-03-14							11.69	A	27100	A	11.16	A		
USGS	02323500	1984-03-15							12.10	A	28300	A	11.57	A		
USGS	02323500	1984-03-16							12.56	A	29700	A	12.03	A		
USGS	02323500	1984-03-17							13.04	A	31200	A	12.51	A		
USGS	02323500	1984-03-18							13.50	A	32800	A	12.97	A		
USGS	02323500	1984-03-19							13.91	A	34200	A	13.38	A		
USGS	02323500	1984-03-20							14.26	A	35600	A	13.73	A		
USGS	02323500	1984-03-21							14.54	A	36700	A	14.01	A		
USGS	02323500	1984-03-22							14.69	A	37300	A	14.16	A		
USGS	02323500	1984-03-23							14.74	A	37400	A	14.21	A		
USGS	02323500	1984-03-24							14.70	A	37300	A	14.17	A		
USGS	02323500	1984-03-25							14.61	A	37000	A	14.08	A		
USGS	02323500	1984-03-26							14.46	A	36300	A	13.93	A		
USGS	02323500	1984-03-27							14.38	A	36000	A	13.85	A		
USGS	02323500	1984-03-28							14.31	A	35700	A	13.78	A		
USGS	02323500	1984-03-29							14.13	A	35000	A	13.60	A		
USGS	02323500	1984-03-30							13.95	A	34300	A	13.42	A		
USGS	02323500	1984-03-31							13.80	A	33800	A	13.27	A		
USGS	02323500	1984-04-01							13.75	A	33600	A	13.22	A		
USGS	02323500	1984-04-02							13.80	A	33800	A	13.27	A		
USGS	02323500	1984-04-03							14.01	A	34600	A	13.48	A		
USGS	02323500	1984-04-04							14.43	A	36200	A	13.90	A		
USGS	02323500	1984-04-05							14.74	A	37400	A	14.21	A		
USGS	02323500	1984-04-06							15.01	A	38600	A	14.48	A		
USGS	02323500	1984-04-07							15.29	A	39800	A	14.76	A		
USGS	02323500	1984-04-08							15.57	A	41100	A	15.04	A		
USGS	02323500	1984-04-09							15.84	A	42300	A	15.31	A		
USGS	02323500	1984-04-10							16.11	A	43500	A	15.58	A		
USGS	02323500	1984-04-11							16.36	A	44800	A	15.83	A		
USGS	02323500	1984-04-12							16.58	A	45900	A	16.05	A		
USGS	02323500	1984-04-13							16.76	A	46800	A	16.23	A		
USGS	02323500	1984-04-14							16.91	A	47500	A	16.38	A		
USGS	02323500	1984-04-15							17.01	A	48000	A	16.48	A		
USGS	02323500	1984-04-16							17.05	A	48300	A	16.52	A		
USGS	02323500	1984-04-17							17.03	A	48200	A	16.50	A		
USGS	02323500	1984-04-18							16.98	A	47900	A	16.45	A		
USGS	02323500	1984-04-19							16.87	A	47400	A	16.34	A		
USGS	02323500	1984-04-20							16.73	A	46600	A	16.20	A		
USGS	02323500	1984-04-21							16.53	A	45700	A	16.00	A		
USGS	02323500	1984-04-22							16.30	A	44500	A	15.77	A		
USGS	02323500	1984-04-23							16.05	A	43300	A	15.52	A		
USGS	02323500	1984-04-24							15.77	A	42000	A	15.24	A		
USGS	02323500	1984-04-25							15.45	A	40500	A	14.92	A		
USGS	02323500	1984-04-26							15.11	A	39000	A	14.58	A		
USGS	02323500	1984-04-27							14.77	A	37600	A	14.24	A		
USGS	02323500	1984-04-28							14.43	A	36200	A	13.90	A		
USGS	02323500	1984-04-29							14.08	A	34800	A	13.55	A		
USGS	02323500	1984-04-30							13.75	A	33600	A	13.22	A		
USGS	02323500	1984-05-01							13.44	A	32500	A	12.91	A		
USGS	02323500	1984-05-02							13.17	A	31600	A	12.64	A		
USGS	02323500	1984-05-03							12.95	A	30900	A	12.42	A		
USGS	02323500	1984-05-04							12.81	A	30400	A	12.28	A		
USGS	02323500	1984-05-05							12.68	A	30000	A	12.15	A		
USGS	02323500	1984-05-06							12.54	A	29600	A	12.01	A		
USGS	02323500	1984-05-07							12.38	A	29100	A	11.85	A		
USGS	02323500	1984-05-08							12.16	A	28500	A	11.63	A		
USGS	02323500	1984-05-09							11.87	A	27600	A	11.34	A		
USGS	02323500	1984-05-10							11.51	A	26500	A	10.98	A		
USGS	02323500	1984-05-11							11.12	A	25400	A	10.59	A		
USGS	02323500	1984-05-12							10.75	A	24400	A	10.22	A		
USGS	02323500	1984-05-13							10.39	A	23500	A	9.86	A		
USGS	02323500	1984-05-14							10.05	A	22700	A	9.52	A		
USGS	02323500	1984-05-15							9.74	A	22300	A	9.21	A		
USGS	02323500	1984-05-16							9.46	A	21900	A	8.93	A		
USGS	02323500	1984-05-17							9.20	A	20800	A	8.67	A		
USGS	02323500	1984-05-18							8.97	A	20000	A	8.44	A		
USGS	02323500	1984-05-19							8.80	A	19500	A	8.27	A		
USGS	02323500	1984-05-20							8.65	A	19100	A	8.12	A		
USGS	02323500	1984-05-21							8.50	A	18800	A	7.97	A		
USGS	02323500	1984-05-22							8.33	A	18300	A	7.80	A		
USGS	02323500	1984-05-23							8.20	A	18000	A	7.67	A		
USGS	02323500	1984-05-24							8.04	A	17600	A	7.51	A		
USGS	02323500	1984-05-25							7.87	A	17400	A	7.34	A		
USGS	02323500	1984-05-26							7.71	A	17100	A	7.18	A		
USGS	02323500	1984-05-27							7.55	A	16600	A	7.02	A		
USGS	02323500	1984-05-28							7.44	A	16200	A	6.91	A		
USGS	02323500	1984-05-29							7.36	A	15700	A	6.83	A		
USGS	02323500	1984-05-30							7.24	A	16000	A	6.71	A		
USGS	02323500	1984-05-31							7.03	A	16500	A	6.50	A		
USGS	02323500	1984-06-01							6.90	A	16100	A	6.37	A		
USGS	02323500	1984-06-02							6.90	A	15400	A	6.37	A		
USGS	02323500	1984-06-03							6.90	A	15300	A	6.37	A		
USGS	02323500	1984-06-04							6.83	A	15300	A	6.30	A		
USGS	02323500	1984-06-05							6.75	A	15200	A	6.22	A		
USGS	02323500	1984-06-06							6.72	A	14700	A	6.19	A		
USGS	02323500	1984-06-07							6.68	A	14600	A	6.15	A		
USGS	02323500	1984-06-08							6.63	A	14400	A	6.10	A		
USGS	02323500	1984-06-09							6.63	A	14100	A	6.10	A		
USGS	02323500	1984-06-10							6.61	A	13800	A	6.08	A		
USGS	02323500	1984-06-11							6.59	A	13600	A	6.06	A		
USGS	02323500	1984-06-12							6.53	A	13500	A	6.00	A		
USGS	02323500	1984-06-13							6.43	A	13500	A	5.90	A		
USGS	02323500	1984-06-14							6.38	A	13000	A	5.85	A		
USGS	02323500	1984-06-15							6.35	A	12600	A	5.82	A		
USGS	02323500	1984-06-16							6.25	A	12400	A	5.72	A		
USGS	02323500	1984-06-17							6.11	A	12500	A	5.58	A		
USGS	02323500	1984-06-18							5.94	A	12400	A	5.41	A		
USGS	02323500	1984-06-19							5.80	A	12300	A	5.27	A		
USGS	02323500	1984-06-20							5.63	A	12300	A	5.10	A		
USGS	02323500	1984-06-21							5.48	A	12200	A	4.95	A		
USGS	02323500	1984-06-22							5.51	A	12100	A	4.98	A		
USGS	02323500	1984-06-23							5.43	A	12000	A	4.90	A		
USGS	02323500	1984-06-24							5.34	A	11700	A	4.81	A		
USGS	02323500	1984-06-25							5.32	A	11300	A	4.79	A		
USGS	02323500	1984-06-26							5.32	A	11300	A	4.79	A		
USGS	02323500	1984-06-27							5.31	A	11000	A	4.78	A		
USGS	02323500	1984-06-28							5.32	A	10700	A	4.79	A		
USGS	02323500	1984-06-29							5.50	A	10300	A	4.97	A		
USGS	02323500	1984-06-30							5.69	A	10200	A	5.16	A		
USGS	02323500	1984-07-01							5.64	A	10600	A	5.11	A		
USGS	02323500	1984-07-02							5.48	A	10800	A	4.95	A		
USGS	02323500	1984-07-03							5.40	A	10900	A	4.87	A		
USGS	02323500	1984-07-04							5.39	A	10800	A	4.86	A		
USGS	02323500	1984-07-05							5.41	A	11100	A	4.88	A		
USGS	02323500	1984-07-06							5.48	A	11400	A	4.95	A		
USGS	02323500	1984-07-07							5.53	A	11900	A	5.00	A		
USGS	02323500	1984-07-08							5.60	A	11900	A	5.07	A		
USGS	02323500	1984-07-09							5.65	A	12000	A	5.12	A		
USGS	02323500	1984-07-10							5.73	A	12000	A	5.20	A		
USGS	02323500	1984-07-11							5.80	A	12000	A	5.27	A		
USGS	02323500	1984-07-12							5.87	A	11900	A	5.34	A		
USGS	02323500	1984-07-13							5.92	A	11700	A	5.39	A		
USGS	02323500	1984-07-14							5.89	A	11600	A	5.36	A		
USGS	02323500	1984-07-15							5.85	A	11700	A	5.32	A		
USGS	02323500	1984-07-16							5.81	A	11300	A	5.28	A		
USGS	02323500	1984-07-17							5.75	A	11000	A	5.22	A		
USGS	02323500	1984-07-18							5.84	A	10600	A	5.31	A		
USGS	02323500	1984-07-19							5.85	A	11500	A	5.32	A		
USGS	02323500	1984-07-20							5.75	A	12100	A	5.22	A		
USGS	02323500	1984-07-21							5.66	A	12100	A	5.13	A		
USGS	02323500	1984-07-22							5.74	A	12300	A	5.21	A		
USGS	02323500	1984-07-23							5.92	A	12500	A	5.39	A		
USGS	02323500	1984-07-24							6.04	A	12900	A	5.51	A		
USGS	02323500	1984-07-25							6.20	A	12800	A	5.67	A		
USGS	02323500	1984-07-26							6.38	A	13100	A	5.85	A		
USGS	02323500	1984-07-27							6.55	A	13200	A	6.02	A		
USGS	02323500	1984-07-28							6.71	A	13500	A	6.18	A		
USGS	02323500	1984-07-29							6.81	A	13500	A	6.28	A		
USGS	02323500	1984-07-30							6.90	A	13700	A	6.37	A		
USGS	02323500	1984-07-31							7.00	A	13800	A	6.47	A		
USGS	02323500	1984-08-01							7.00	A	13900	A	6.47	A		
USGS	02323500	1984-08-02							7.02	A	14000	A	6.49	A		
USGS	02323500	1984-08-03							7.02	A	14700	A	6.49	A		
USGS	02323500	1984-08-04							7.02	A	15100	A	6.49	A		
USGS	02323500	1984-08-05							7.09	A	15500	A	6.56	A		
USGS	02323500	1984-08-06							7.16	A	15900	A	6.63	A		
USGS	02323500	1984-08-07							7.22	A	16300	A	6.69	A		
USGS	02323500	1984-08-08							7.30	A	16200	A	6.77	A		
USGS	02323500	1984-08-09							7.36	A	16300	A	6.83	A		
USGS	02323500	1984-08-10							7.39	A	16300	A	6.86	A		
USGS	02323500	1984-08-11							7.39	A	16200	A	6.86	A		
USGS	02323500	1984-08-12							7.38	A	15800	A	6.85	A		
USGS	02323500	1984-08-13							7.34	A	15600	A	6.81	A		
USGS	02323500	1984-08-14							7.25	A	15300	A	6.72	A		
USGS	02323500	1984-08-15							7.11	A	15100	A	6.58	A		
USGS	02323500	1984-08-16							6.97	A	15100	A	6.44	A		
USGS	02323500	1984-08-17							6.76	A	14800	A	6.23	A		
USGS	02323500	1984-08-18							6.59	A	14200	A	6.06	A		
USGS	02323500	1984-08-19							6.48	A	13600	A	5.95	A		
USGS	02323500	1984-08-20							6.44	A	13300	A	5.91	A		
USGS	02323500	1984-08-21							6.25	A	13600	A	5.72	A		
USGS	02323500	1984-08-22							6.00	A	13600	A	5.47	A		
USGS	02323500	1984-08-23							5.87	A	13000	A	5.34	A		
USGS	02323500	1984-08-24							5.91	A	12100	A	5.38	A		
USGS	02323500	1984-08-25							5.91	A	11900	A	5.38	A		
USGS	02323500	1984-08-26							5.87	A	12000	A	5.34	A		
USGS	02323500	1984-08-27							5.84	A	11800	A	5.31	A		
USGS	02323500	1984-08-28							5.86	A	11800	A	5.33	A		
USGS	02323500	1984-08-29							5.88	A	11800	A	5.35	A		
USGS	02323500	1984-08-30							5.89	A	11900	A	5.36	A		
USGS	02323500	1984-08-31							5.86	A	12000	A	5.33	A		
USGS	02323500	1984-09-01							5.77	A	12100	A	5.24	A		
USGS	02323500	1984-09-02							5.67	A	12100	A	5.14	A		
USGS	02323500	1984-09-03							5.59	A	11700	A	5.06	A		
USGS	02323500	1984-09-04							5.54	A	11300	A	5.01	A		
USGS	02323500	1984-09-05							5.46	A	11300	A	4.93	A		
USGS	02323500	1984-09-06							5.31	A	11300	A	4.78	A		
USGS	02323500	1984-09-07							5.06	A	11500	A	4.53	A		
USGS	02323500	1984-09-08							4.92	A	11100	A	4.39	A		
USGS	02323500	1984-09-09							4.86	A	10400	A	4.33	A		
USGS	02323500	1984-09-10							4.98	A	9820	A	4.45	A		
USGS	02323500	1984-09-11							4.99	A	9530	A	4.46	A		
USGS	02323500	1984-09-12							4.98	A	9370	A	4.45	A		
USGS	02323500	1984-09-13							4.95	A	9210	A	4.42	A		
USGS	02323500	1984-09-14							4.86	A	9140	A	4.33	A		
USGS	02323500	1984-09-15							4.81	A	8970	A	4.28	A		
USGS	02323500	1984-09-16							4.70	A	8960	A	4.17	A		
USGS	02323500	1984-09-17							4.39	A	9690	A	3.86	A		
USGS	02323500	1984-09-18							4.20	A	9160	A	3.67	A		
USGS	02323500	1984-09-19							4.18	A	8960	A	3.65	A		
USGS	02323500	1984-09-20							4.21	A	8690	A	3.68	A		
USGS	02323500	1984-09-21							4.31	A	8350	A	3.78	A		
USGS	02323500	1984-09-22							4.36	A	8030	A	3.83	A		
USGS	02323500	1984-09-23							4.36	A	7870	A	3.83	A		
USGS	02323500	1984-09-24							4.36	A	7760	A	3.83	A		
USGS	02323500	1984-09-25							4.28	A	7800	A	3.75	A		
USGS	02323500	1984-09-26							4.19	A	7910	A	3.66	A		
USGS	02323500	1984-09-27							3.93	A	8340	A	3.40	A		
USGS	02323500	1984-09-28							3.87	A	8520	A	3.34	A		
USGS	02323500	1984-09-29							4.22	A	8270	A	3.69	A		
USGS	02323500	1984-09-30							4.20	A	8010	A	3.67	A		
USGS	02323500	1984-10-01							4.00	A	8740	A	3.47	A		
USGS	02323500	1984-10-02							3.65	A	9130	A	3.12	A		
USGS	02323500	1984-10-03							3.77	A	8590	A	3.24	A		
USGS	02323500	1984-10-04							4.00	A	8230	A	3.47	A		
USGS	02323500	1984-10-05							4.12	A	8090	A	3.59	A		
USGS	02323500	1984-10-06							4.22	A	7960	A	3.69	A		
USGS	02323500	1984-10-07							4.22	A	8080	A	3.69	A		
USGS	02323500	1984-10-08							4.19	A	8030	A	3.66	A		
USGS	02323500	1984-10-09							4.16	A	8130	A	3.63	A		
USGS	02323500	1984-10-10							4.07	A	8160	A	3.54	A		
USGS	02323500	1984-10-11							3.97	A	8140	A	3.44	A		
USGS	02323500	1984-10-12							4.01	A	8000	A	3.48	A		
USGS	02323500	1984-10-13							4.12	A	7620	A	3.59	A		
USGS	02323500	1984-10-14							4.26	A	7460	A	3.73	A		
USGS	02323500	1984-10-15							4.38	A	7210	A	3.85	A		
USGS	02323500	1984-10-16							4.40	A	7200	A	3.87	A		
USGS	02323500	1984-10-17							4.24	A	7390	A	3.71	A		
USGS	02323500	1984-10-18							4.18	A	7190	A	3.65	A		
USGS	02323500	1984-10-19							4.27	A	6930	A	3.74	A		
USGS	02323500	1984-10-20							4.33	A	6780	A	3.80	A		
USGS	02323500	1984-10-21							4.46	A	6590	A	3.93	A		
USGS	02323500	1984-10-22							4.38	A	6710	A	3.85	A		
USGS	02323500	1984-10-23							4.26	A	6650	A	3.73	A		
USGS	02323500	1984-10-24							4.01	A	6190	A	3.48	A		
USGS	02323500	1984-10-25							3.70	A	7000	A	3.17	A		
USGS	02323500	1984-10-26							3.84	A	7850	A	3.31	A		
USGS	02323500	1984-10-27							4.11	A	8060	A	3.58	A		
USGS	02323500	1984-10-28							4.01	A	6080	A	3.48	A		
USGS	02323500	1984-10-29							3.90	A	6190	A	3.37	A		
USGS	02323500	1984-10-30							3.67	A	5620	A	3.14	A		
USGS	02323500	1984-10-31							3.51	A	6230	A	2.98	A		
